Incentive Strategy,Total to Distribute,Time taken to achieve 95% adoption
['Random'],52068.96551724138,80
['Random'],53620.68965517241,883
['Random'],55172.41379310345,795
['Random'],56724.13793103448,756
['Random'],58275.862068965514,750
['Random'],59827.58620689655,750
['Random'],61379.31034482759,750
['Random'],62931.03448275862,750
['Random'],64482.75862068965,750
['Random'],66034.4827586207,750
['Random'],67586.20689655172,750
['Random'],69137.93103448275,750
['Random'],70689.6551724138,750
['Random'],72241.37931034483,750
['Random'],73793.10344827586,750
['Random'],75344.8275862069,750
['Random'],76896.55172413793,750
['Random'],78448.27586206896,750
['Random'],80000.0,750
['Highest_degree'],35000.0,4
['Highest_degree'],36551.724137931036,10
['Highest_degree'],38103.44827586207,8
['Highest_degree'],39655.1724137931,11
['Highest_degree'],41206.89655172414,23
['Highest_degree'],42758.620689655174,28
['Highest_degree'],44310.3448275862,31
['Highest_degree'],45862.06896551724,39
['Highest_degree'],47413.793103448275,62
['Highest_degree'],48965.51724137931,852
['Highest_degree'],50517.24137931035,838
['Highest_degree'],52068.96551724138,807
['Highest_degree'],53620.68965517241,786
['Highest_degree'],55172.41379310345,786
['Highest_degree'],56724.13793103448,786
['Highest_degree'],58275.862068965514,786
['Highest_degree'],59827.58620689655,786
['Highest_degree'],61379.31034482759,786
['Highest_degree'],62931.03448275862,786
['Highest_degree'],64482.75862068965,786
['Highest_degree'],66034.4827586207,786
['Highest_degree'],67586.20689655172,786
['Highest_degree'],69137.93103448275,786
['Highest_degree'],70689.6551724138,786
['Highest_degree'],72241.37931034483,786
['Highest_degree'],73793.10344827586,786
['Highest_degree'],75344.8275862069,786
['Highest_degree'],76896.55172413793,786
['Highest_degree'],78448.27586206896,786
['Highest_degree'],80000.0,786
['Lowest_degree'],35000.0,0
['Lowest_degree'],36551.724137931036,0
['Lowest_degree'],38103.44827586207,0
['Lowest_degree'],39655.1724137931,2
['Lowest_degree'],41206.89655172414,3
['Lowest_degree'],42758.620689655174,3
['Lowest_degree'],44310.3448275862,3
['Lowest_degree'],45862.06896551724,4
['Lowest_degree'],47413.793103448275,6
['Lowest_degree'],48965.51724137931,9
['Lowest_degree'],50517.24137931035,12
['Lowest_degree'],52068.96551724138,12
['Lowest_degree'],53620.68965517241,23
['Lowest_degree'],55172.41379310345,29
['Lowest_degree'],56724.13793103448,36
['Lowest_degree'],58275.862068965514,35
['Lowest_degree'],59827.58620689655,41
['Lowest_degree'],61379.31034482759,52
['Lowest_degree'],62931.03448275862,58
['Lowest_degree'],64482.75862068965,159
['Lowest_degree'],66034.4827586207,127
['Lowest_degree'],67586.20689655172,828
['Lowest_degree'],69137.93103448275,725
['Lowest_degree'],70689.6551724138,696
['Lowest_degree'],72241.37931034483,696
['Lowest_degree'],73793.10344827586,696
['Lowest_degree'],75344.8275862069,696
['Lowest_degree'],76896.55172413793,696
['Lowest_degree'],78448.27586206896,696
['Lowest_degree'],80000.0,696
['Highest_gamma'],35000.0,14
['Highest_gamma'],36551.724137931036,24
['Highest_gamma'],38103.44827586207,39
['Highest_gamma'],39655.1724137931,36
['Highest_gamma'],41206.89655172414,65
['Highest_gamma'],42758.620689655174,93
['Highest_gamma'],44310.3448275862,797
['Highest_gamma'],45862.06896551724,763
['Highest_gamma'],47413.793103448275,749
['Highest_gamma'],48965.51724137931,749
['Highest_gamma'],50517.24137931035,749
['Highest_gamma'],52068.96551724138,749
['Highest_gamma'],53620.68965517241,749
['Highest_gamma'],55172.41379310345,749
['Highest_gamma'],56724.13793103448,749
['Highest_gamma'],58275.862068965514,749
['Highest_gamma'],59827.58620689655,749
['Highest_gamma'],61379.31034482759,749
['Highest_gamma'],62931.03448275862,749
['Highest_gamma'],64482.75862068965,749
['Highest_gamma'],66034.4827586207,749
['Highest_gamma'],67586.20689655172,749
